,Unnamed: 0,nsites,space_group,volume,elastic_anisotropy,G_Reuss,G_VRH,G_Voigt,K_Reuss,K_VRH,K_Voigt,poisson_ratio
0,0,12,124,194.419802449,0.0306879170543,96.8445345574,97.1416044794,97.43867440129999,194.267622778,194.26888435900003,194.27014594099998,0.28570074251999994
1,1,5,164,61.9873198912,0.266909662868,93.9396497627,96.252005731,98.5643616992,173.647763284,175.449906754,177.252050225,0.268105351192
2,2,2,221,25.952538538200002,0.756489175202,120.96228873,130.112954933,139.263621136,295.077544987,295.077544987,295.077544987,0.307780292402
3,3,4,63,76.7214332896,2.376805036,12.205988838900002,15.1019006156,17.9978123924,49.0259626531,49.1306700392,49.23537742520001,0.36059261654
4,4,12,62,160.300999362,0.196930245181,100.11077277,101.94779791200001,103.784823054,255.05525740099998,256.768080753,258.480904105,0.32468175501400004
5,5,5,221,51.5749593941,0.420935745679,111.795761039,116.50164424200001,121.207527445,234.454509641,234.454509647,234.45450965400002,0.286852189752
6,6,16,122,580.176940096,0.629264291238,16.6921879057,17.7424096238,18.7926313419,36.23157009,36.2332855036,36.2350009171,0.289519634144
7,7,4,225,58.2583860619,0.174539880541,212.79180346599998,216.50586906200002,220.219934658,346.32276128800004,346.322761289,346.322761289,0.241325774939
8,8,4,194,80.05496712029999,0.591711771891,55.9833429934,59.2454096613,62.5074763291,159.560744507,160.280885962,161.00102741799998,0.335456252727
9,9,12,216,228.873768531,0.109312939247,39.7471977348,40.1816712361,40.6161447373,131.974614718,131.974860422,131.97510612600001,0.361793985965
10,10,2,194,73.9186497101,0.7004887351100001,3.27820341369,3.507027499,3.7358515843,8.72479736316,8.73558120041,8.74636503766,0.322959488018
11,11,2,194,40.523307529600004,0.34176884709,5.790686278150001,5.98847618796,6.18626609776,13.830889026300001,13.832294731500001,13.833700436600001,0.310831923574
12,12,16,216,261.069439707,5.04055917159,17.8939538744,26.9135072058,35.9330605371,65.6266771779,65.6266771853,65.6266771926,0.319609354979
13,13,12,216,256.696396269,0.159063263592,28.4578259027,28.9104853688,29.363144834899998,80.65907897439999,80.6590789768,80.6590789792,0.339912537618
14,14,12,216,256.79892115,0.0963446407146,34.8155232743,35.1509521824,35.486381090500004,88.6931427225,88.6931427228,88.693142723,0.324963112246
15,15,4,225,43.6855315409,1.1120580598,91.49113495450001,101.665480354,111.83982575299999,211.57506362,211.57506365900002,211.57506369900003,0.292911254219
16,16,4,221,59.535476449300006,0.29511396468400003,148.272949984,152.648691792,157.024433601,260.28947531200004,260.289475347,260.28947538200003,0.254720043892
17,17,22,71,326.48363873700004,0.336648458071,80.1972462687,82.8739638262,85.5506813837,153.260578929,153.481403783,153.70222863700002,0.27120046518
18,18,5,221,53.737544325600005,0.339484337372,101.819899895,105.276526019,108.733152144,213.0769842,213.076984204,213.076984208,0.287893616167
19,19,4,221,61.7569748925,0.458202190726,111.209339628,116.304975933,121.400612237,219.04991186799998,219.04991186900003,219.04991187099998,0.274443853925
20,20,5,221,55.363448546499995,0.262171349028,96.247862506,98.7712057009,101.29454889600001,214.478806435,214.478806441,214.478806447,0.300383607557
21,21,5,221,52.1948648398,0.393739876369,108.804057429,113.088107041,117.37215665299999,216.75384303400003,216.753843035,216.75384303599998,0.277779208204
22,22,12,225,247.603783177,0.000744156219336,24.0272024401,24.0289903884,24.0307783367,54.429551590900004,54.429552167299995,54.4295527437,0.307580939751
23,23,2,194,45.0084012637,0.0207887558064,55.7055744764,55.819668541400006,55.9337626065,107.955920237,107.972498567,107.989076897,0.279506693849
24,24,32,225,523.464625553,1.22967342556,28.5614011081,32.0735207017,35.5856402953,210.312118585,210.31211859799998,210.312118611,0.42743655448
25,25,24,227,350.28023094199995,0.328693287671,36.353637737199996,37.5485562678,38.7434747984,94.1478111567,94.1478259192,94.1478406817,0.323986760879
26,26,28,15,347.533629375,0.928,65.462,70.619,75.775,118.034,126.318,134.601,0.264
27,27,2,166,63.5912480923,2.7403405122099995,19.0060173603,23.7809440654,28.5558707704,29.768466049,33.1623220471,36.556178045100005,0.210618797396
28,28,8,62,137.43974647299999,0.422889871649,91.7477429225,95.61136195969999,99.4749809969,152.51925798899998,152.654742356,152.790226723,0.240925998577
29,29,5,164,100.904911198,0.832850132306,37.3546197557,40.4618654717,43.5691111876,76.9244431408,76.9639228911,77.0034026413,0.276333202985
30,30,12,62,195.309705793,0.113005764126,99.8406727247,100.931373399,102.022074074,191.784798912,192.145511691,192.50622447,0.276492127535
31,31,12,62,195.753369045,0.220833926011,90.5052436065,92.475434597,94.4456255875,169.081883925,169.34783933,169.61379473600002,0.26901120056600003
32,32,48,70,1099.83733562,0.17655906971299998,48.0992422274,48.9353193511,49.77139647479999,95.8854746008,96.01663267129999,96.1477907417,0.282177450985
33,33,12,62,186.026878245,0.171529606117,79.2212228346,80.5574306397,81.89363844479999,214.64566787200002,214.95279325299998,215.259918634,0.333424989878
34,34,12,62,179.628509567,0.27607430250500004,109.306598265,112.306693504,115.30678874200001,221.222810165,221.40069908599997,221.578588007,0.28305456131400003
35,35,10,71,204.806149302,1.80993190042,40.619022661,47.6256604703,54.6322982795,80.7144014552,84.1434419505,87.5724824457,0.261916129116
36,36,5,164,69.4824226897,0.0483584855927,85.0968998216,85.5035875622,85.9102753028,130.345790019,130.382765916,130.419741813,0.230924422423
37,37,2,194,36.1630454135,0.239573792239,27.247874916,27.8993729983,28.550871080700002,87.5196472216,87.5403579133,87.561068605,0.355951414204
38,38,4,194,77.5244588068,0.834197053682,31.492156420900002,34.1179593086,36.7437621962,76.4896441747,76.5049886904,76.52033320609999,0.305878044675
39,39,5,221,117.54254441399999,0.0736535531309,62.22214421020001,62.6804324052,63.1387206002,82.36943525619998,82.36943529220001,82.3694353283,0.196500753613
40,40,8,225,236.847682052,1.8505949552400005,19.559105123,23.178703249899996,26.7983013769,50.1333715596,50.1333715597,50.1333715597,0.299698746139
41,41,8,227,128.50943206,1.49264603197,34.9657774222,40.184929251999996,45.4040810818,49.794380804300005,49.7943883705,49.7943959367,0.182027747969
42,42,10,127,174.76631667400002,0.260849780683,72.398554944,74.2699714915,76.14138803899999,101.396024235,101.515756355,101.635488476,0.205913709013
43,43,12,63,196.804433105,0.309202206221,91.0098111717,93.55095234219999,96.0920935126,129.970468979,131.919118005,133.86776703200002,0.213214701877
44,44,8,216,161.96863758,0.814109160454,30.667805245300002,33.164499363400004,35.6611934815,68.253065272,68.253065272,68.2530652721,0.290913010965
45,45,9,180,115.022626485,0.04819933347,146.344534674,146.92380361600001,147.50307255799999,173.749508975,174.49809018599998,175.246671397,0.171271235199
46,46,5,221,69.2658713493,0.0833573775182,89.7236649136,90.47157785440001,91.2194907951,214.96776736200002,214.96776736299998,214.96776736400003,0.315458250638
47,47,48,227,645.0426873069999,1.06729693237,70.6479206643,78.1881513092,85.7283819541,138.937887311,138.93788982200002,138.93789233299998,0.263067079672
48,48,2,221,57.2135113829,3.26390405584,11.5477912805,15.3168795601,19.0859678397,30.5152855488,30.5152855492,30.5152855496,0.285001580949
49,49,10,194,162.916084215,9.39531420532,12.6230999232,24.472155725900002,36.3212115286,160.251298108,160.933227154,161.61515619899998,0.427635971686
50,50,12,194,173.44827168700004,0.114513286928,63.0051800558,63.7262062529,64.44723245,98.1127974226,98.1164321959,98.1200669691,0.233047056777
51,51,12,216,212.13720636,0.112625916472,52.196474254099996,52.7704161474,53.344358040799996,113.250275157,113.40134736,113.55241956200001,0.298573106816
52,52,8,225,182.09904105099997,1.02078697913,40.4869669714,44.6198235233,48.752680075200004,58.19170840979999,58.191710701999995,58.191712994300005,0.194656589643
53,53,12,194,310.575464981,0.0664446591064,23.1137567365,23.2650523537,23.4163479708,40.2691765817,40.289063565,40.3089505484,0.257878058425
54,54,4,221,56.6033811013,0.291308608378,208.864206696,214.948600836,221.032994975,319.664541463,319.664541464,319.664541464,0.225350281875
55,55,8,225,89.9649422725,0.298672156457,208.36423253200002,214.587491997,220.810751463,323.936233216,323.936233216,323.936233216,0.228689926466
56,56,16,225,288.475721035,1.1040210947600002,20.661737617100002,22.942837035100002,25.2239364532,113.866190622,113.86619063100001,113.86619064,0.405595757547
57,57,12,166,232.90809498299998,0.0655747739767,45.87311570520001,46.1528147081,46.432513711000006,65.0678772137,65.2176133541,65.3673494945,0.21369891193
58,58,26,139,404.141440195,0.0231684698761,62.7522136591,62.8976003963,63.04298713359999,92.86050591799999,92.86050991309999,92.86051390819999,0.223712542676
59,59,16,225,186.136644824,1.49778694401,80.9594263186,93.08541658,105.211406841,203.115085163,203.11517186900002,203.11525857599997,0.301221560054
60,60,16,225,185.504897314,1.0153487236799998,89.064077475,98.1028136522,107.141549829,187.834613327,187.88073216200002,187.926850998,0.277627004022
61,61,5,164,74.9260008224,2.31872455659,36.4227103042,44.8676301431,53.3125499819,102.127303875,102.13436198299999,102.141420092,0.308405761906
62,62,16,225,240.047696183,0.707012459472,49.4496891783,52.945840365600006,56.4419915529,134.711678269,134.711725253,134.71177223700002,0.326247956606
63,63,4,221,58.364182569200004,0.978353632766,147.330270227,161.744380736,176.158491245,294.463907243,294.463907243,294.463907243,0.267861266555
64,64,4,221,65.2589168596,0.131852279676,43.2288914409,43.798874229300004,44.3688570177,64.0886202353,64.0886202353,64.0886202353,0.221693664401
65,65,16,225,236.731362726,8.78075316977,17.9946079258,33.795228983899996,49.595850041999995,141.404478815,141.404478825,141.404478834,0.38931902975
66,66,6,194,88.3608227775,1.88994722435,34.8819137872,41.0778261409,47.27373849470001,116.30120193,122.912556849,129.52391176700002,0.349647610426
67,67,16,225,196.89358626,0.412583976483,93.9528100325,97.8291524223,101.70549481200001,184.52148549,184.521485556,184.521485622,0.274723413639
68,68,5,164,81.3950879482,0.113061984143,62.35421433760001,63.0325771645,63.7109399915,128.32758125700002,128.601571374,128.87556149,0.289347125156
69,69,8,198,118.957379761,0.0135903204447,73.4863091524,73.5861793946,73.6860496368,184.17775988900001,184.17775997400003,184.177760058,0.323708930541
70,70,5,164,81.5379347822,0.115240677879,72.9088080774,73.7284874807,74.548166884,153.271487643,153.487246838,153.703006034,0.292971257381
71,71,6,139,87.1947427121,0.77664201384,129.167918845,139.088586801,149.009254757,254.004455695,255.09638869,256.188321684,0.269307814639
72,72,24,70,337.718287979,0.271599680881,100.723997063,103.361903994,105.99981092600001,166.509253945,167.317248161,168.125242377,0.243863604627
73,73,12,194,208.63817671700002,0.159301109125,66.42319324350001,67.4404317592,68.4576702749,111.60509806,111.94862025,112.29214244,0.249159221333
74,74,2,166,45.1642741353,3.75044063285,21.564531853800002,28.2875455929,35.010559332,32.5378464794,42.8330650461,53.1282836129,0.22936921712
75,75,26,139,400.43235588199997,0.0357960624318,59.9493918585,60.1632654691,60.3771390796,100.791952739,100.79801886899999,100.804084999,0.251087917113
76,76,6,139,104.12956576,0.325,34.07,35.114000000000004,36.159,66.322,66.933,67.544,0.277
77,77,16,193,197.62779432,4.36693034018,32.2138272081,46.2583081892,60.302789170299995,147.53189148200002,148.060235626,148.58857977,0.35851969327100003
78,78,22,217,418.16147679,0.0309311742954,51.2991896137,51.457864031099994,51.6165384485,131.56364310200001,131.563643103,131.563643105,0.32699315296
79,79,9,181,115.02498144200001,0.0481293570979,146.340087295,146.91812716200002,147.496167029,173.82164520799995,174.571650387,175.32165556599998,0.17138932172200005
80,80,9,181,107.07433203299999,0.0225618174437,155.97174330200002,156.291599949,156.611456596,195.227861098,195.428406155,195.628951213,0.184292056916
81,81,2,194,65.8409187428,0.022764491842,26.1360322096,26.1955090619,26.254985914200002,41.3462661818,41.3464283085,41.3465904352,0.238454305092
82,82,8,223,125.29075414399999,0.664419122146,101.65321000700001,108.40724366299999,115.16127731799999,288.168360515,288.168360516,288.168360517,0.332861747888
83,83,9,189,198.51325693200002,0.189131186431,44.55296974979999,45.3571323936,46.161295037399995,71.69860697060001,72.0081775311,72.3177480916,0.239707455786
84,84,9,189,245.729639126,0.251659754254,33.7209347501,34.5352217303,35.349508710500004,58.5992811881,58.897597784300004,59.1959143804,0.254753967768
85,85,6,194,128.235078778,0.197344573648,43.632479146099996,44.463771144,45.295063141899995,70.04572268,70.2846905741,70.5236584683,0.238774008243
86,86,26,204,437.240506288,0.000664007692238,56.7337991212,56.7375662882,56.74133345520001,91.67506552440001,91.6750655316,91.6750655388,0.243472267072
87,87,8,63,198.528083666,3.15522128669,26.8226977818,34.8315200216,42.8403422614,54.93093493600001,59.583134177,64.235333418,0.255374780631
88,88,2,221,46.8896865704,3.74908134232,25.215400370700003,34.6688590773,44.1223177839,64.8770714708,64.8770714744,64.877071478,0.273208582875
89,89,12,62,320.661554751,0.327840917519,28.756847225,29.6558595909,30.5548719568,54.2063829416,54.6187693946,55.031155847600004,0.270124070761
90,90,4,221,77.3201039222,0.000421530593019,62.632705637600004,62.6353457978,62.6379859579,76.317446475,76.3174464751,76.3174464752,0.17778811157699995
91,91,4,221,67.68415799479999,0.877903966608,22.495324249699998,24.470197688400003,26.4450711271,98.80925267020001,98.80925267479999,98.8092526794,0.3856169200240001
92,92,12,62,234.52611920599998,0.620835527633,21.483770798600002,22.5432789209,23.602787043299998,54.911275297799996,58.4165032504,61.9217312029,0.329038669163
93,93,6,139,102.38473954700001,9.1712388335,15.6525858628,29.9924111605,44.3322364583,123.090315865,123.701145334,124.311974803,0.387835745348
94,94,2,221,39.742499563,0.548240033338,34.8955314134,36.8086441433,38.7217568732,102.787192446,102.787192456,102.78719246600001,0.340041339681
95,95,2,221,35.291629483099996,2.73804162736,30.2444127846,38.5254589045,46.8065050243,137.281192817,137.281192817,137.281192818,0.371687030938
96,96,2,221,47.172007174099996,0.0189065619548,32.5465235619,32.6080578477,32.6695921336,86.38813909459999,86.38813910200001,86.3881391094,0.33236223106400004
97,97,12,194,101.80126036799999,0.010045541365299998,161.837460039,161.974774536,162.112089032,163.032613763,163.159846441,163.287079119,0.127046507123
98,98,10,127,143.800412124,0.0274714649253,78.1917167301,78.40610419069999,78.6204916513,165.105278463,165.10967723,165.11407599700001,0.295011410438
99,99,12,166,126.965129474,0.0635967511887,123.478200609,124.26224420700001,125.046287805,154.703233069,154.710986148,154.718739226,0.183217392883
100,100,12,194,118.898173872,0.00345603502712,172.82766423900003,172.886838953,172.946013666,242.300467423,242.30435883799998,242.30825025299998,0.211791194941
101,101,2,221,21.687729804,0.143774347033,98.45571251969999,99.8711520402,101.28659156100001,206.581699258,206.582759461,206.583819664,0.291825065129
102,102,6,191,62.4449362156,0.287065839527,100.809258177,103.69523245200001,106.581206728,108.428577081,108.47114407,108.513711058,0.137521072194
103,103,12,140,179.34833097400002,0.115723638626,115.35446989399999,116.684663135,118.014856377,186.779693122,186.81799206099998,186.856290999,0.241519705803
104,104,2,221,25.210465826700002,1.39942942565,65.44078534,74.5987614028,83.75673746560001,125.89657676899999,125.89657678399999,125.896576798,0.252595646043
105,105,8,62,115.38880240799999,1.51784474325,75.9921845683,86.6305696642,97.2689547601,202.90602278,214.86867902400002,226.83133526700001,0.32229301255
106,106,13,191,113.718451815,5.6573674165900005,24.1600836025,37.828248467899996,51.4964133333,121.63262176799999,121.634688662,121.636755556,0.359106481736
107,107,12,194,116.433695361,0.0122554092373,137.369527594,137.535467221,137.701406848,160.04281771200002,160.05687029700002,160.07092288200002,0.166017207631
108,108,12,194,126.356840266,0.005748655339180001,169.537132012,169.634378765,169.731625517,217.99531177900002,217.99668955200002,217.99806732599998,0.191058747778
109,109,2,221,55.1955902461,0.598015022024,18.3968949748,19.49705693,20.5972188851,35.0244661769,35.024466178800004,35.0244661808,0.265228558526
110,110,3,191,79.4606706567,0.913144436618,15.0122327597,16.1276729575,17.2431131554,34.588849268000004,37.5310387774,40.4732282867,0.312062141867
111,111,10,127,310.724680725,1.42770557929,9.96420093816,11.3856793789,12.8071578197,30.3622773786,30.379281716599998,30.3962860546,0.333418533484
112,112,2,221,33.8181884725,0.0662770977979,74.8614433179,75.3575517725,75.85366022699999,165.680680045,165.681249553,165.681819061,0.302522587608
113,113,4,221,109.09240477,0.0703659913683,25.872347223400002,26.0544005592,26.236453895,43.3535896005,43.3535896032,43.3535896059,0.249661733727
114,114,6,139,144.556260359,1.71260340657,11.314664638800002,13.112413370499999,14.910162102300001,35.1749800194,37.3512082895,39.5274365596,0.34285976985
115,115,2,194,29.2022377,0.13561308427100002,139.99805445299998,141.892758812,143.787463171,300.146040403,300.187337173,300.228633943,0.295828898984
116,116,4,123,82.71951038659999,0.995860806567,25.8717805858,28.4475779471,31.0233753085,72.686602212,72.6960402398,72.7054782676,0.326916072798
117,117,4,51,86.5537791887,0.166739668449,19.4305897397,19.7512074368,20.0718251338,43.201312923500005,43.238746759499996,43.2761805955,0.301784190417
118,118,8,139,125.96885029299999,0.604122627605,79.1077324807,83.8867378044,88.66574312809998,200.076305591,200.07721352599998,200.078121462,0.316069688109
119,119,12,191,208.01464538099998,0.0905448823503,55.404166037799996,55.8756348007,56.347103563599994,84.2748789491,84.50446970729999,84.73406046560001,0.229100128633
120,120,4,221,48.5451306412,0.7517632375839999,106.945200556,114.98376083,123.022321104,146.842608528,146.85075593,146.858903332,0.18953293331300006
121,121,12,216,243.969271355,0.146220962238,29.3808556309,29.810050905500002,30.239246180100004,63.143079900699995,63.1475331377,63.1519863747,0.296056849058
122,122,2,221,29.401224469499997,1.83648263127,36.8142428389,43.575113608900004,50.3359843788,128.365772661,128.365789846,128.36580703200002,0.347523055519
123,123,8,225,67.991523695,0.158681043548,50.14769926899999,50.9433940118,51.739088754499996,69.8807487544,69.88112627,69.8815037855,0.206757598668
124,124,6,191,86.1074671525,0.13391835664,67.276292815,67.7744900305,68.2726872459,101.717555176,104.762263636,107.80697209600001,0.233912489651
125,125,8,194,92.5702840925,0.133806714032,131.45394031799998,133.206401549,134.95886278,260.36053616,260.424715726,260.488895291,0.281504808821
126,126,30,167,262.216321069,0.155,145.085,147.32,149.555,232.166,232.321,232.476,0.238
127,127,12,194,169.526860492,0.595866882046,50.1111432409,53.07836846520001,56.0455936896,191.963164678,192.321949544,192.68073441,0.373631801488
